product_id,product_name,month,prediction
1,Motor de Popa 6014,2027-01-01,44.835406784338275
29,Defensa Náutica 3153,2027-01-01,37.18518052284115
55,GPS Plotter 6249,2027-01-01,50.92676750350722
70,Motor de Popa 1845,2027-01-01,55.16329641560835
71,Hélice de Alumínio 4633,2027-01-01,35.01035202435814
77,Bateria Náutica 1945,2027-01-01,43.75499412515381
81,Motor de Popa 7678,2027-01-01,59.49589210586462
110,Hélice de Alumínio 1155,2027-01-01,46.36753735120391
118,Vela Mestra 5825,2027-01-01,39.912261931952
143,Tinta Antifouling 849,2027-01-01,44.62147065215658
150,Defensa Náutica 2783,2027-01-01,62.36527079035374
154,Hélice de Alumínio 549,2027-01-01,59.87076712513551
161,Bússola de Bordo 5772,2027-01-01,53.25613387064371
167,GPS Plotter 2659,2027-01-01,48.91521120155146
176,Vela Mestra 1834,2027-01-01,42.41419435261789
180,Motor de Popa 1949,2027-01-01,45.436216448293585
187,asdf,2027-01-01,42.06762436758578
191,Bússola de Bordo 8959,2027-01-01,50.64681026563846
216,Âncora Bruce 1018,2027-01-01,50.24935367968024
227,Colete Salva-Vidas 3392,2027-01-01,39.96508297837815
232,Hélice de Alumínio 5784,2027-01-01,57.80084055117408
234,Defensa Náutica 417,2027-01-01,56.87086782701053
254,Bússola de Bordo 7825,2027-01-01,44.19696773724953
255,Sonar Transducer 5593,2027-01-01,65.17429885774038
268,Motor de Popa 9800,2027-01-01,34.958809396943145
275,Cabo Náutico 5921,2027-01-01,58.50534058453311
286,Bússola de Bordo 7461,2027-01-01,47.19753588048809
301,Bússola de Bordo 4621,2027-01-01,50.17725413601001
303,Bússola de Bordo 7024,2027-01-01,43.959286586888865
311,GPS Plotter 2249,2027-01-01,44.98558465335373
312,Âncora Bruce 831,2027-01-01,59.530964569561604
318,Defensa Náutica 6926,2027-01-01,45.27376180512451
322,Bateria Náutica 2619,2027-01-01,41.12067662542569
337,Cabo Náutico 9048,2027-01-01,59.774479280851644
368,Cabo Náutico 7039,2027-01-01,41.97856321119119
377,Cabo Náutico 5117,2027-01-01,43.46607658182044
387,Cabo Náutico 6511,2027-01-01,40.98385053582813
389,Motor de Popa 5331,2027-01-01,48.95963343981928
408,Sonar Transducer 7193,2027-01-01,54.43476787227815
411,Motor de Popa 684,2027-01-01,48.26418762044656
431,Hélice de Alumínio 571,2027-01-01,42.344169003639
436,Bateria Náutica 6370,2027-01-01,47.01527884642129
442,Motor de Popa 8825,2027-01-01,40.46920511027981
451,Cabo Náutico 5416,2027-01-01,51.0698242416565
455,Defensa Náutica 497,2027-01-01,43.207609999616125
456,Colete Salva-Vidas 2374,2027-01-01,45.435738387282164
459,Vela Mestra 9743,2027-01-01,48.32556268874445
468,Tinta Antifouling 6054,2027-01-01,40.38646829316925
470,Defensa Náutica 9426,2027-01-01,46.16548370323644
475,Bússola de Bordo 2331,2027-01-01,38.92634587031786
1,Motor de Popa 6014,2027-02-01,43.18749482552681
29,Defensa Náutica 3153,2027-02-01,32.57354097407891
55,GPS Plotter 6249,2027-02-01,37.35715355422937
70,Motor de Popa 1845,2027-02-01,37.28582825453491
71,Hélice de Alumínio 4633,2027-02-01,52.99807713555812
77,Bateria Náutica 1945,2027-02-01,51.01773094428549
81,Motor de Popa 7678,2027-02-01,43.636603486842425
110,Hélice de Alumínio 1155,2027-02-01,43.96654323444834
118,Vela Mestra 5825,2027-02-01,53.80748798086266
143,Tinta Antifouling 849,2027-02-01,50.853996509449125
150,Defensa Náutica 2783,2027-02-01,38.36373023073021
154,Hélice de Alumínio 549,2027-02-01,37.857751944258695
161,Bússola de Bordo 5772,2027-02-01,39.80958141557974
167,GPS Plotter 2659,2027-02-01,36.93164005177679
176,Vela Mestra 1834,2027-02-01,53.19807141604748
180,Motor de Popa 1949,2027-02-01,48.309232619302726
187,asdf,2027-02-01,41.89703086359895
191,Bússola de Bordo 8959,2027-02-01,35.58453797752308
216,Âncora Bruce 1018,2027-02-01,38.91561204202091
227,Colete Salva-Vidas 3392,2027-02-01,45.757564001629916
232,Hélice de Alumínio 5784,2027-02-01,40.58471139188538
234,Defensa Náutica 417,2027-02-01,45.87504688747131
254,Bússola de Bordo 7825,2027-02-01,49.68123521502457
255,Sonar Transducer 5593,2027-02-01,40.48071352651497
268,Motor de Popa 9800,2027-02-01,46.978651078570756
275,Cabo Náutico 5921,2027-02-01,40.51039645372632
286,Bússola de Bordo 7461,2027-02-01,46.80996712078795
301,Bússola de Bordo 4621,2027-02-01,39.00310225789832
303,Bússola de Bordo 7024,2027-02-01,36.48340803637392
311,GPS Plotter 2249,2027-02-01,34.09122789867142
312,Âncora Bruce 831,2027-02-01,34.98076214199737
318,Defensa Náutica 6926,2027-02-01,48.68813459460435
322,Bateria Náutica 2619,2027-02-01,34.95596726191648
337,Cabo Náutico 9048,2027-02-01,41.21429748369606
368,Cabo Náutico 7039,2027-02-01,39.16790857429728
377,Cabo Náutico 5117,2027-02-01,49.02304305295501
387,Cabo Náutico 6511,2027-02-01,47.36131230636083
389,Motor de Popa 5331,2027-02-01,54.63790321847398
408,Sonar Transducer 7193,2027-02-01,37.384485578242625
411,Motor de Popa 684,2027-02-01,45.46196882225702
431,Hélice de Alumínio 571,2027-02-01,50.47292625776064
436,Bateria Náutica 6370,2027-02-01,44.949623854382146
442,Motor de Popa 8825,2027-02-01,42.06433722374527
451,Cabo Náutico 5416,2027-02-01,37.11398886898017
455,Defensa Náutica 497,2027-02-01,34.48585886905662
456,Colete Salva-Vidas 2374,2027-02-01,47.88954641243742
459,Vela Mestra 9743,2027-02-01,51.80447885224128
468,Tinta Antifouling 6054,2027-02-01,39.52089980367718
470,Defensa Náutica 9426,2027-02-01,47.99693209079904
475,Bússola de Bordo 2331,2027-02-01,48.683079863637914
1,Motor de Popa 6014,2027-03-01,37.38113326141831
29,Defensa Náutica 3153,2027-03-01,46.91524326124258
55,GPS Plotter 6249,2027-03-01,35.703251531600046
70,Motor de Popa 1845,2027-03-01,40.8290817810327
71,Hélice de Alumínio 4633,2027-03-01,33.36395158694592
77,Bateria Náutica 1945,2027-03-01,42.42163328936994
81,Motor de Popa 7678,2027-03-01,41.68424077453457
110,Hélice de Alumínio 1155,2027-03-01,42.955657463472804
118,Vela Mestra 5825,2027-03-01,40.342981452408715
143,Tinta Antifouling 849,2027-03-01,40.675300011326534
150,Defensa Náutica 2783,2027-03-01,38.83372687765949
154,Hélice de Alumínio 549,2027-03-01,59.44547581763372
161,Bússola de Bordo 5772,2027-03-01,40.806785271843346
167,GPS Plotter 2659,2027-03-01,47.02148705388013
176,Vela Mestra 1834,2027-03-01,30.40984624295476
180,Motor de Popa 1949,2027-03-01,34.21159002687468
187,asdf,2027-03-01,45.22829494170274
191,Bússola de Bordo 8959,2027-03-01,54.05301726530945
216,Âncora Bruce 1018,2027-03-01,54.362520791023336
227,Colete Salva-Vidas 3392,2027-03-01,45.52831445271899
232,Hélice de Alumínio 5784,2027-03-01,52.469793109422476
234,Defensa Náutica 417,2027-03-01,39.358005541104255
254,Bússola de Bordo 7825,2027-03-01,37.41821700248823
255,Sonar Transducer 5593,2027-03-01,42.81527298431242
268,Motor de Popa 9800,2027-03-01,35.75918470351358
275,Cabo Náutico 5921,2027-03-01,45.28516214739597
286,Bússola de Bordo 7461,2027-03-01,44.73613736832935
301,Bússola de Bordo 4621,2027-03-01,39.505253008378965
303,Bússola de Bordo 7024,2027-03-01,48.59187285284979
311,GPS Plotter 2249,2027-03-01,43.047152355913354
312,Âncora Bruce 831,2027-03-01,43.21309155014061
318,Defensa Náutica 6926,2027-03-01,44.676614501172644
322,Bateria Náutica 2619,2027-03-01,46.56603573064348
337,Cabo Náutico 9048,2027-03-01,43.164300303280065
368,Cabo Náutico 7039,2027-03-01,45.74659117978213
377,Cabo Náutico 5117,2027-03-01,46.41763643631275
387,Cabo Náutico 6511,2027-03-01,55.00223515662715
389,Motor de Popa 5331,2027-03-01,40.39261947489738
408,Sonar Transducer 7193,2027-03-01,42.97497365697965
411,Motor de Popa 684,2027-03-01,41.83320913209603
431,Hélice de Alumínio 571,2027-03-01,31.8558066126941
436,Bateria Náutica 6370,2027-03-01,39.436998904931436
442,Motor de Popa 8825,2027-03-01,43.104881162918865
451,Cabo Náutico 5416,2027-03-01,34.93120004712156
455,Defensa Náutica 497,2027-03-01,46.05473613117168
456,Colete Salva-Vidas 2374,2027-03-01,45.23533747398364
459,Vela Mestra 9743,2027-03-01,37.853084707274164
468,Tinta Antifouling 6054,2027-03-01,44.47833455870206
470,Defensa Náutica 9426,2027-03-01,39.45888994189564
475,Bússola de Bordo 2331,2027-03-01,45.98643525767375
