product_id,product_name,month,demand,prediction,seasonal_naive
1,Motor de Popa 6014,2026-07-01,12.0,15.333553366691174,12.0
1,Motor de Popa 6014,2026-08-01,0.0,22.214590469848105,30.0
1,Motor de Popa 6014,2026-09-01,10.0,29.37608312308207,1.0
1,Motor de Popa 6014,2026-10-01,29.0,49.640536280346936,24.0
1,Motor de Popa 6014,2026-11-01,24.0,40.00106121070959,34.0
1,Motor de Popa 6014,2026-12-01,39.0,50.191475086944486,42.0
29,Defensa Náutica 3153,2026-07-01,6.0,14.176069123386094,18.0
29,Defensa Náutica 3153,2026-08-01,5.0,16.825537126328193,11.0
29,Defensa Náutica 3153,2026-09-01,14.0,23.422610899901905,19.0
29,Defensa Náutica 3153,2026-10-01,4.0,39.21102289692114,59.0
29,Defensa Náutica 3153,2026-11-01,20.0,73.68329737843082,19.0
29,Defensa Náutica 3153,2026-12-01,46.0,51.375426388904394,58.0
55,GPS Plotter 6249,2026-07-01,6.0,14.249382506347546,2.0
55,GPS Plotter 6249,2026-08-01,8.0,16.8929244050488,12.0
55,GPS Plotter 6249,2026-09-01,11.0,30.868613897002884,17.0
55,GPS Plotter 6249,2026-10-01,21.0,32.28157308893892,27.0
55,GPS Plotter 6249,2026-11-01,35.0,47.023711763483405,37.0
55,GPS Plotter 6249,2026-12-01,31.0,52.80195668946239,17.0
70,Motor de Popa 1845,2026-07-01,8.0,9.991165735976375,23.0
70,Motor de Popa 1845,2026-08-01,7.0,11.371825129917923,21.0
70,Motor de Popa 1845,2026-09-01,34.0,21.25463320694271,6.0
70,Motor de Popa 1845,2026-10-01,45.0,39.47086154226993,38.0
70,Motor de Popa 1845,2026-11-01,9.0,51.50071717382488,13.0
70,Motor de Popa 1845,2026-12-01,17.0,51.84569953333016,47.0
71,Hélice de Alumínio 4633,2026-07-01,11.0,19.984966561506415,11.0
71,Hélice de Alumínio 4633,2026-08-01,0.0,17.561941797308606,10.0
71,Hélice de Alumínio 4633,2026-09-01,33.0,18.84146584927067,11.0
71,Hélice de Alumínio 4633,2026-10-01,45.0,42.92090152139008,15.0
71,Hélice de Alumínio 4633,2026-11-01,38.0,48.947869694705574,26.0
71,Hélice de Alumínio 4633,2026-12-01,51.0,53.699125873022155,80.0
77,Bateria Náutica 1945,2026-07-01,27.0,14.866667087892562,17.0
77,Bateria Náutica 1945,2026-08-01,6.0,14.385796205753817,28.0
77,Bateria Náutica 1945,2026-09-01,22.0,20.911889730609456,0.0
77,Bateria Náutica 1945,2026-10-01,53.0,49.22454048068929,11.0
77,Bateria Náutica 1945,2026-11-01,26.0,53.683957617655366,28.0
77,Bateria Náutica 1945,2026-12-01,70.0,55.74638688750636,50.0
81,Motor de Popa 7678,2026-07-01,4.0,14.393010263529508,28.0
81,Motor de Popa 7678,2026-08-01,19.0,24.80940820152706,13.0
81,Motor de Popa 7678,2026-09-01,43.0,28.425441016894638,30.0
81,Motor de Popa 7678,2026-10-01,29.0,38.49480098325172,4.0
81,Motor de Popa 7678,2026-11-01,32.0,52.19790315097163,23.0
81,Motor de Popa 7678,2026-12-01,48.0,54.376673705948136,68.0
110,Hélice de Alumínio 1155,2026-07-01,15.0,9.852363245853022,8.0
110,Hélice de Alumínio 1155,2026-08-01,19.0,25.474523247382457,2.0
110,Hélice de Alumínio 1155,2026-09-01,20.0,32.275056164636105,18.0
110,Hélice de Alumínio 1155,2026-10-01,38.0,36.74518563632211,63.0
110,Hélice de Alumínio 1155,2026-11-01,37.0,53.88395120241483,36.0
110,Hélice de Alumínio 1155,2026-12-01,58.0,47.201527809604315,75.0
118,Vela Mestra 5825,2026-07-01,5.0,17.399191095555693,9.0
118,Vela Mestra 5825,2026-08-01,0.0,19.064610989365075,9.0
118,Vela Mestra 5825,2026-09-01,23.0,26.831948310719536,29.0
118,Vela Mestra 5825,2026-10-01,48.0,33.41147606213406,32.0
118,Vela Mestra 5825,2026-11-01,61.0,53.27174926518441,23.0
118,Vela Mestra 5825,2026-12-01,51.0,65.76448422558785,29.0
143,Tinta Antifouling 849,2026-07-01,7.0,12.207474052945768,0.0
143,Tinta Antifouling 849,2026-08-01,0.0,17.403732203881304,6.0
143,Tinta Antifouling 849,2026-09-01,13.0,32.07358397193055,9.0
143,Tinta Antifouling 849,2026-10-01,31.0,52.16345910789984,16.0
143,Tinta Antifouling 849,2026-11-01,42.0,66.58894193224424,45.0
143,Tinta Antifouling 849,2026-12-01,60.0,62.755632670131504,40.0
150,Defensa Náutica 2783,2026-07-01,25.0,15.6646715060218,12.0
150,Defensa Náutica 2783,2026-08-01,9.0,19.219533023551904,11.0
150,Defensa Náutica 2783,2026-09-01,24.0,21.510320115812753,8.0
150,Defensa Náutica 2783,2026-10-01,46.0,45.92043681640947,45.0
150,Defensa Náutica 2783,2026-11-01,50.0,59.11982598626459,25.0
150,Defensa Náutica 2783,2026-12-01,50.0,50.854893996108366,51.0
154,Hélice de Alumínio 549,2026-07-01,0.0,16.075144045429433,0.0
154,Hélice de Alumínio 549,2026-08-01,7.0,15.217982433266814,42.0
154,Hélice de Alumínio 549,2026-09-01,16.0,12.822939791742687,15.0
154,Hélice de Alumínio 549,2026-10-01,15.0,45.35082023214417,36.0
154,Hélice de Alumínio 549,2026-11-01,29.0,53.45705458114267,46.0
154,Hélice de Alumínio 549,2026-12-01,63.0,66.90163043014029,80.0
161,Bússola de Bordo 5772,2026-07-01,11.0,18.671259104133814,1.0
161,Bússola de Bordo 5772,2026-08-01,19.0,16.24480760822728,4.0
161,Bússola de Bordo 5772,2026-09-01,29.0,24.256793068385136,0.0
161,Bússola de Bordo 5772,2026-10-01,11.0,39.38333968909837,63.0
161,Bússola de Bordo 5772,2026-11-01,27.0,69.44563368623346,14.0
161,Bússola de Bordo 5772,2026-12-01,44.0,45.22588357869932,54.0
167,GPS Plotter 2659,2026-07-01,45.0,9.442821359035038,34.0
167,GPS Plotter 2659,2026-08-01,1.0,19.405336671522406,0.0
167,GPS Plotter 2659,2026-09-01,25.0,16.385080176445662,34.0
167,GPS Plotter 2659,2026-10-01,36.0,36.530154981618345,24.0
